source,text
yahoo,"the faster the streams velocity is, the quicker the erosion takes place.  this is caused by increased friction as velocity increases.\\\\n\\\\nit's sort of like falling from a plane.  you go faster and faster, and as your velocity increases, so does the friction.  soon, you'll hit terminal velocity, or the point where you are no longer accelerating.  the force of friction with the air eventually will equal out with the force of you falling, but still, as you get going faster there is more friction.\\\\n\\\\nthis friction causes the erosion and so the faster the velocity the more the rocks, soil, etc. erodes."
llm,"the faster the streams velocity is, the quicker the erosion takes place.  this is caused by increased friction as velocity increases.\\\\n\\\\nit's sort of like falling from a plane.  you go faster and faster, and as your velocity increases, so does the friction.  soon, you'll hit terminal velocity, or the point where you are no longer accelerating.  the force of friction with the air eventually will equal out with the force of you falling, but still, as you get going faster there is more friction.\\\\n\\\\nthis friction causes the erosion and so the faster the velocity the more the rocks, soil, etc. erodes."
yahoo,"Sunset is due to a planet's rotation, causing the view of the sun to go below the horizon line.\\\\n\\\\nSince the sun IS the sun, you wouldn't have sunset on the sun.  Say that 5 times fast :)"
llm,"Sunset is due to a planet's rotation, causing the view of the sun to go below the horizon line.\\\\n\\\\nSince the sun IS the sun, you wouldn't have sunset on the sun.  Say that 5 times fast :)"
yahoo,Who said that?  They're lying.  Americans are lazy.
llm,Who said that?  They're lying.  Americans are lazy.
yahoo,For all of the multi use codes check out VMKrazy.com
llm,For all of the multi use codes check out VMKrazy.com
yahoo,"Common measurements in the metric system:\\\\n\\\\nMeter for length.\\\\n\\\\nLiter for liquid volume.\\\\n\\\\nGrams for mass.\\\\n\\\\nNewtons for force.\\\\n\\\\nCelsius for temperature.\\\\n\\\\nThen all can have the prefixes: Milli,  centi, deci, deka, hecto, and kilo."
llm,"Common measurements in the metric system:\\\\n\\\\nMeter for length.\\\\n\\\\nLiter for liquid volume.\\\\n\\\\nGrams for mass.\\\\n\\\\nNewtons for force.\\\\n\\\\nCelsius for temperature.\\\\n\\\\nThen all can have the prefixes: Milli,  centi, deci, deka, hecto, and kilo."
yahoo,"antonio felix carbajal ""toto"" 5 world cups"
llm,"antonio felix carbajal ""toto"" 5 world cups"
yahoo,"First off, do you know if she's single or seeing someone right now? She could just miss you as a good friend, what I think you should do is ask her yourself. Either get her number or meet with her if you're in the same area. Do it casually, don't make it seem like a big deal. Just reminisce about old times and casually bring up your relationship back then. Ask her if she ever thought of you as maybe more than a friend or if there was ever a possibility of there being more between you two. The worst that she could say is you're just a friend, and you'll never be satisfied until you find out for sure. Trust me, I'm learning the hard way. Hope this helps a little."
llm,"First off, do you know if she's single or seeing someone right now? She could just miss you as a good friend, what I think you should do is ask her yourself. Either get her number or meet with her if you're in the same area. Do it casually, don't make it seem like a big deal. Just reminisce about old times and casually bring up your relationship back then. Ask her if she ever thought of you as maybe more than a friend or if there was ever a possibility of there being more between you two. The worst that she could say is you're just a friend, and you'll never be satisfied until you find out for sure. Trust me, I'm learning the hard way. Hope this helps a little."
yahoo,"jessy, 23, single, green, amelie, Bertha, 65, fuscia, gone with the wind, no, no"
llm,"jessy, 23, single, green, amelie, Bertha, 65, fuscia, gone with the wind, no, no"
yahoo,"It's very very difficult to lose weight while taking prednisone, and even after you stop taking it, you might find the pounds hard to lose. \\\\n\\\\nThat said, I've been on prednisone many times over the years, and gained a LOT of weight from it. I'm still taking pred, actually, am on a maintenance dose of 5mg/day, and have been on it non-stop for about 5 years now. (I was started at 60mg/day and slowly tapered down.)  Once I was tapered down to 10mg/day, I was able to start losing weight with the South Beach Diet. It's a very sensible diet, high in complex carbs (veggies, fruits, whole grains) and proteins. Combine it with exercise for best results. In just over 2 years, I've lost about 60 pounds."
llm,"It's very very difficult to lose weight while taking prednisone, and even after you stop taking it, you might find the pounds hard to lose. \\\\n\\\\nThat said, I've been on prednisone many times over the years, and gained a LOT of weight from it. I'm still taking pred, actually, am on a maintenance dose of 5mg/day, and have been on it non-stop for about 5 years now. (I was started at 60mg/day and slowly tapered down.)  Once I was tapered down to 10mg/day, I was able to start losing weight with the South Beach Diet. It's a very sensible diet, high in complex carbs (veggies, fruits, whole grains) and proteins. Combine it with exercise for best results. In just over 2 years, I've lost about 60 pounds."
yahoo,"Only if Jesus was a redneck could his mother also be his grandma.\\\\n\\\\n""the virgin"" mary was Jesus mother and Mary Magdalene was one of his followers, there were two other mary's you could be talking about so perhaps with a common name like that specifics would be good."
llm,"Only if Jesus was a redneck could his mother also be his grandma.\\\\n\\\\n""the virgin"" mary was Jesus mother and Mary Magdalene was one of his followers, there were two other mary's you could be talking about so perhaps with a common name like that specifics would be good."
yahoo,bloody hell\\\\ngeez\\\\nhell\\\\ngosh\\\\nwow\\\\n\\\\nI dont think so....
llm,bloody hell\\\\ngeez\\\\nhell\\\\ngosh\\\\nwow\\\\n\\\\nI dont think so....
yahoo,Eddie Fisher
llm,Eddie Fisher
llm,I would love to say increase spending = democrats on social programs\\\\n\\\\nbut $500 billion on a fake war for Cheney!
